,Data,Estacao,Poluente,Valor
17380,27/02/2021,Cerqueira César,NO2,26.71
17381,27/02/2021,Cerqueira César,SO2,0.0
17382,27/02/2021,Congonhas,CO,854.17
17383,27/02/2021,Congonhas,MP10,17.69
17384,27/02/2021,Congonhas,MP2.5,13.85
17385,27/02/2021,Congonhas,NO2,47.77
17386,27/02/2021,Congonhas,SO2,1.08
17387,27/02/2021,Ibirapuera,CO,280.72
17388,27/02/2021,Ibirapuera,MP2.5,9.38
17389,27/02/2021,Ibirapuera,NO2,17.04
17390,27/02/2021,Ibirapuera,O3,37.33
17391,27/02/2021,Interlagos,MP10,18.62
17392,27/02/2021,Interlagos,NO2,19.26
17393,27/02/2021,Interlagos,O3,35.83
17394,27/02/2021,Interlagos,SO2,1.61
17395,27/02/2021,Itaim Paulista,MP10,15.17
17396,27/02/2021,Itaim Paulista,MP2.5,8.29
17397,27/02/2021,Itaim Paulista,NO2,12.33
17398,27/02/2021,Itaim Paulista,O3,39.96
17399,27/02/2021,Mooca,O3,38.17
17400,27/02/2021,Nossa Senhora do Ó,MP10,17.38
17401,27/02/2021,Nossa Senhora do Ó,O3,21.29
17402,27/02/2021,Perus,MP10,13.71
17403,27/02/2021,Perus,MP2.5,8.83
17404,27/02/2021,Perus,O3,38.96
17405,27/02/2021,Pinheiros,CO,504.49
17406,27/02/2021,Pinheiros,MP2.5,11.25
17407,27/02/2021,Pinheiros,NO2,24.04
17408,27/02/2021,Pinheiros,O3,18.13
17409,27/02/2021,Santana,MP2.5,15.38
17410,27/02/2021,Santana,O3,15.0
17411,27/02/2021,Santo Amaro,CO,428.54
17412,27/02/2021,Santo Amaro,MP10,14.96
17413,27/02/2021,Santo Amaro,O3,23.39
17414,28/02/2021,Capão Redondo,MP10,14.55
17415,28/02/2021,Capão Redondo,O3,20.8
17416,28/02/2021,Cerqueira César,CO,406.85
17417,28/02/2021,Cerqueira César,MP10,15.96
17418,28/02/2021,Cerqueira César,NO2,14.83
17419,28/02/2021,Congonhas,CO,737.75
17420,28/02/2021,Congonhas,MP10,15.0
17421,28/02/2021,Congonhas,MP2.5,9.2
17422,28/02/2021,Congonhas,NO2,38.79
17423,28/02/2021,Congonhas,SO2,1.0
17424,28/02/2021,Ibirapuera,CO,320.05
17425,28/02/2021,Ibirapuera,MP2.5,13.46
17426,28/02/2021,Ibirapuera,NO2,13.61
17427,28/02/2021,Ibirapuera,O3,36.78
17428,28/02/2021,Interlagos,MP10,17.38
17429,28/02/2021,Interlagos,NO2,14.57
17430,28/02/2021,Interlagos,O3,34.48
17431,28/02/2021,Interlagos,SO2,0.78
17432,28/02/2021,Itaim Paulista,MP10,15.88
17433,28/02/2021,Itaim Paulista,MP2.5,8.67
17434,28/02/2021,Itaim Paulista,NO2,9.21
17435,28/02/2021,Itaim Paulista,O3,34.62
17436,28/02/2021,Mooca,O3,38.13
17437,28/02/2021,Nossa Senhora do Ó,MP10,17.0
17438,28/02/2021,Nossa Senhora do Ó,O3,19.96
17439,28/02/2021,Perus,MP10,14.79
17440,28/02/2021,Perus,MP2.5,8.92
17441,28/02/2021,Perus,O3,34.0
17442,28/02/2021,Pinheiros,CO,485.93
17443,28/02/2021,Pinheiros,MP2.5,7.38
17444,28/02/2021,Pinheiros,NO2,16.37
17445,28/02/2021,Pinheiros,O3,25.84
17446,28/02/2021,Santo Amaro,CO,282.08
17447,28/02/2021,Santo Amaro,MP10,12.88
17448,28/02/2021,Santo Amaro,O3,22.0
17449,01/03/2021,Capão Redondo,MP10,23.87
17450,01/03/2021,Capão Redondo,O3,28.32
17451,01/03/2021,Cerqueira César,CO,499.06
17452,01/03/2021,Cerqueira César,FMC,14.0
17453,01/03/2021,Cerqueira César,MP10,23.0
17454,01/03/2021,Cerqueira César,MP2.5,13.0
17455,01/03/2021,Cerqueira César,NO2,18.0
17456,01/03/2021,Cerqueira César,PTS,45.0
17457,01/03/2021,Cerqueira César,SO2,3.0
17458,01/03/2021,Congonhas,CO,862.97
17459,01/03/2021,Congonhas,NO2,54.38
17460,01/03/2021,Congonhas,SO2,1.21
17461,01/03/2021,Ibirapuera,CO,296.32
17462,01/03/2021,Ibirapuera,FMC,9.0
17463,01/03/2021,Ibirapuera,MP2.5,12.96
17464,01/03/2021,Ibirapuera,NO2,22.21
17465,01/03/2021,Ibirapuera,O3,43.75
17466,01/03/2021,Interlagos,MP10,23.62
17467,01/03/2021,Interlagos,NO2,17.7
17468,01/03/2021,Interlagos,O3,46.48
17469,01/03/2021,Interlagos,SO2,0.87
17470,01/03/2021,Itaim Paulista,MP10,21.38
17471,01/03/2021,Itaim Paulista,MP2.5,11.54
17472,01/03/2021,Itaim Paulista,NO2,13.42
17473,01/03/2021,Itaim Paulista,O3,34.62
17474,01/03/2021,Mooca,O3,38.83
17475,01/03/2021,Nossa Senhora do Ó,MP10,18.16
17476,01/03/2021,Nossa Senhora do Ó,O3,28.32
17477,01/03/2021,Perus,MP10,23.0
17478,01/03/2021,Perus,MP2.5,12.0
17479,01/03/2021,Perus,O3,37.67
17480,01/03/2021,Pinheiros,CO,477.37
17481,01/03/2021,Pinheiros,FMC,8.0
17482,01/03/2021,Pinheiros,MP2.5,8.21
17483,01/03/2021,Pinheiros,NO2,28.57
17484,01/03/2021,Pinheiros,O3,27.96
17485,01/03/2021,Pinheiros,PTS,38.0
17486,01/03/2021,Pinheiros,SO2,3.0
17487,01/03/2021,Santana,MP2.5,13.94
17488,01/03/2021,Santana,O3,38.22
17489,01/03/2021,Santo Amaro,CO,207.94
17490,01/03/2021,Santo Amaro,MP10,20.19
17491,01/03/2021,Santo Amaro,MP2.5,11.0
17492,01/03/2021,Santo Amaro,O3,33.14
17493,01/03/2021,Santo Amaro,PTS,33.0
17494,02/03/2021,Capão Redondo,MP10,23.33
17495,02/03/2021,Capão Redondo,O3,27.52
17496,02/03/2021,Cerqueira César,CO,465.79
17497,02/03/2021,Cerqueira César,MP10,25.8
17498,02/03/2021,Cerqueira César,NO2,38.27
17499,02/03/2021,Cerqueira César,SO2,2.0
17500,02/03/2021,Congonhas,CO,909.75
17501,02/03/2021,Congonhas,MP10,37.7
17502,02/03/2021,Congonhas,MP2.5,26.5
17503,02/03/2021,Congonhas,NO2,60.96
17504,02/03/2021,Congonhas,SO2,1.88
17505,02/03/2021,Ibirapuera,CO,353.5
17506,02/03/2021,Ibirapuera,MP2.5,15.79
17507,02/03/2021,Ibirapuera,NO2,27.62
17508,02/03/2021,Ibirapuera,O3,41.0
17509,02/03/2021,Interlagos,MP10,26.17
17510,02/03/2021,Interlagos,NO2,23.22
17511,02/03/2021,Interlagos,O3,43.87
17512,02/03/2021,Interlagos,SO2,2.0
17513,02/03/2021,Itaim Paulista,MP10,28.67
17514,02/03/2021,Itaim Paulista,MP2.5,14.33
17515,02/03/2021,Itaim Paulista,NO2,16.79
17516,02/03/2021,Itaim Paulista,O3,35.54
17517,02/03/2021,Mooca,MP2.5,26.91
17518,02/03/2021,Mooca,O3,37.18
17519,02/03/2021,Nossa Senhora do Ó,MP10,24.08
17520,02/03/2021,Nossa Senhora do Ó,O3,26.71
17521,02/03/2021,Perus,MP10,24.55
17522,02/03/2021,Perus,MP2.5,12.6
17523,02/03/2021,Perus,O3,41.25
17524,02/03/2021,Pinheiros,CO,656.38
17525,02/03/2021,Pinheiros,MP2.5,17.88
17526,02/03/2021,Pinheiros,NO2,34.78
17527,02/03/2021,Pinheiros,O3,24.22
17528,02/03/2021,Santana,MP2.5,18.33
17529,02/03/2021,Santana,O3,32.96
17530,02/03/2021,Santo Amaro,CO,412.27
17531,02/03/2021,Santo Amaro,MP10,21.54
17532,02/03/2021,Santo Amaro,O3,26.04
17533,03/03/2021,Capão Redondo,MP10,20.75
17534,03/03/2021,Capão Redondo,O3,26.61
17535,03/03/2021,Cerqueira César,CO,488.22
17536,03/03/2021,Cerqueira César,MP10,19.42
17537,03/03/2021,Cerqueira César,NO2,34.22
17538,03/03/2021,Cerqueira César,SO2,1.04
17539,03/03/2021,Congonhas,CO,904.55
17540,03/03/2021,Congonhas,MP10,20.31
17541,03/03/2021,Congonhas,MP2.5,11.88
17542,03/03/2021,Congonhas,NO2,60.56
17543,03/03/2021,Congonhas,SO2,1.12
17544,03/03/2021,Ibirapuera,CO,265.13
17545,03/03/2021,Ibirapuera,MP2.5,12.92
17546,03/03/2021,Ibirapuera,NO2,20.54
17547,03/03/2021,Ibirapuera,O3,45.0
17548,03/03/2021,Interlagos,MP10,24.17
17549,03/03/2021,Interlagos,NO2,22.13
17550,03/03/2021,Interlagos,O3,42.52
17551,03/03/2021,Interlagos,SO2,1.13
17552,03/03/2021,Itaim Paulista,MP10,25.0
17553,03/03/2021,Itaim Paulista,MP2.5,12.25
17554,03/03/2021,Itaim Paulista,NO2,20.42
17555,03/03/2021,Itaim Paulista,O3,38.92
17556,03/03/2021,Mooca,MP2.5,13.79
17557,03/03/2021,Mooca,O3,39.79
17558,03/03/2021,Nossa Senhora do Ó,MP10,18.05
17559,03/03/2021,Nossa Senhora do Ó,O3,36.83
17560,03/03/2021,Perus,MP10,24.62
17561,03/03/2021,Perus,MP2.5,6.62
17562,03/03/2021,Perus,O3,66.12
17563,03/03/2021,Pinheiros,CO,672.65
17564,03/03/2021,Pinheiros,MP2.5,15.42
17565,03/03/2021,Pinheiros,NO2,30.65
17566,03/03/2021,Pinheiros,O3,25.09
17567,03/03/2021,Santana,MP2.5,11.33
17568,03/03/2021,Santana,O3,40.46
17569,03/03/2021,Santo Amaro,CO,347.18
17570,03/03/2021,Santo Amaro,MP10,20.79
17571,03/03/2021,Santo Amaro,O3,26.26
17572,04/03/2021,Capão Redondo,MP10,20.77
17573,04/03/2021,Capão Redondo,O3,21.0
17574,04/03/2021,Cerqueira César,CO,705.2
17575,04/03/2021,Cerqueira César,MP10,21.25
17576,04/03/2021,Cerqueira César,NO2,41.17
17577,04/03/2021,Cerqueira César,SO2,0.74
17578,04/03/2021,Congonhas,CO,966.94
17579,04/03/2021,Congonhas,MP10,25.58
17580,04/03/2021,Congonhas,MP2.5,15.62
17581,04/03/2021,Congonhas,NO2,60.04
17582,04/03/2021,Congonhas,SO2,1.46
17583,04/03/2021,Ibirapuera,CO,350.53
17584,04/03/2021,Ibirapuera,MP2.5,10.42
17585,04/03/2021,Ibirapuera,NO2,28.9
17586,04/03/2021,Ibirapuera,O3,30.24
17587,04/03/2021,Interlagos,MP10,19.79
17588,04/03/2021,Interlagos,NO2,27.57
17589,04/03/2021,Interlagos,O3,35.35
17590,04/03/2021,Interlagos,SO2,0.65
17591,04/03/2021,Itaim Paulista,MP10,27.96
17592,04/03/2021,Itaim Paulista,MP2.5,12.79
17593,04/03/2021,Itaim Paulista,NO2,27.25
17594,04/03/2021,Itaim Paulista,O3,34.79
17595,04/03/2021,Mooca,MP2.5,13.21
17596,04/03/2021,Mooca,O3,35.29
17597,04/03/2021,Nossa Senhora do Ó,MP10,21.42
17598,04/03/2021,Nossa Senhora do Ó,O3,33.92
17599,04/03/2021,Pinheiros,CO,629.77
17600,04/03/2021,Pinheiros,MP2.5,8.88
17601,04/03/2021,Pinheiros,NO2,37.43
17602,04/03/2021,Pinheiros,O3,18.43
17603,04/03/2021,Santana,MP2.5,8.47
17604,04/03/2021,Santana,O3,51.76
17605,04/03/2021,Santo Amaro,CO,320.05
17606,04/03/2021,Santo Amaro,MP10,18.88
17607,04/03/2021,Santo Amaro,O3,17.13
17608,05/03/2021,Capão Redondo,MP10,9.19
17609,05/03/2021,Capão Redondo,O3,17.62
17610,05/03/2021,Cerqueira César,CO,770.3
17611,05/03/2021,Cerqueira César,MP10,13.92
17612,05/03/2021,Cerqueira César,NO2,28.0
17613,05/03/2021,Cerqueira César,SO2,0.82
17614,05/03/2021,Congonhas,CO,717.41
17615,05/03/2021,Congonhas,MP10,15.05
17616,05/03/2021,Congonhas,MP2.5,8.7
17617,05/03/2021,Congonhas,NO2,34.25
17618,05/03/2021,Congonhas,SO2,1.0
17619,05/03/2021,Ibirapuera,CO,244.33
17620,05/03/2021,Ibirapuera,MP2.5,9.25
17621,05/03/2021,Ibirapuera,NO2,17.21
17622,05/03/2021,Ibirapuera,O3,32.38
17623,05/03/2021,Interlagos,MP10,12.96
17624,05/03/2021,Interlagos,NO2,14.17
17625,05/03/2021,Interlagos,O3,30.3
17626,05/03/2021,Interlagos,SO2,0.56
17627,05/03/2021,Itaim Paulista,MP10,16.54
17628,05/03/2021,Itaim Paulista,MP2.5,5.12
17629,05/03/2021,Itaim Paulista,NO2,17.42
17630,05/03/2021,Itaim Paulista,O3,36.75
17631,05/03/2021,Mooca,MP2.5,7.0
17632,05/03/2021,Mooca,O3,32.04
17633,05/03/2021,Nossa Senhora do Ó,MP10,12.83
17634,05/03/2021,Nossa Senhora do Ó,O3,28.88
17635,05/03/2021,Pinheiros,CO,537.04
17636,05/03/2021,Pinheiros,MP2.5,5.54
17637,05/03/2021,Pinheiros,NO2,19.61
17638,05/03/2021,Pinheiros,O3,18.35
17639,05/03/2021,Santana,MP2.5,6.43
17640,05/03/2021,Santana,O3,42.15
17641,05/03/2021,Santo Amaro,CO,341.75
17642,05/03/2021,Santo Amaro,MP10,8.46
17643,05/03/2021,Santo Amaro,O3,12.57
17644,06/03/2021,Capão Redondo,MP10,6.89
17645,06/03/2021,Capão Redondo,O3,15.06
17646,06/03/2021,Cerqueira César,CO,585.86
17647,06/03/2021,Cerqueira César,MP10,7.96
17648,06/03/2021,Cerqueira César,NO2,19.48
17649,06/03/2021,Congonhas,CO,748.6
17650,06/03/2021,Congonhas,MP10,10.29
17651,06/03/2021,Congonhas,MP2.5,7.33
17652,06/03/2021,Congonhas,NO2,37.76
17653,06/03/2021,Congonhas,SO2,0.9
17654,06/03/2021,Ibirapuera,CO,233.94
17655,06/03/2021,Ibirapuera,MP2.5,6.0
17656,06/03/2021,Ibirapuera,NO2,13.71
17657,06/03/2021,Ibirapuera,O3,28.83
17658,06/03/2021,Interlagos,MP10,8.23
17659,06/03/2021,Interlagos,NO2,13.24
17660,06/03/2021,Interlagos,O3,27.27
17661,06/03/2021,Interlagos,SO2,2.0
17662,06/03/2021,Itaim Paulista,MP10,10.38
17663,06/03/2021,Itaim Paulista,MP2.5,5.88
17664,06/03/2021,Itaim Paulista,NO2,18.33
17665,06/03/2021,Itaim Paulista,O3,29.42
17666,06/03/2021,Mooca,MP2.5,7.25
17667,06/03/2021,Mooca,O3,27.25
17668,06/03/2021,Nossa Senhora do Ó,MP10,4.67
17669,06/03/2021,Nossa Senhora do Ó,O3,21.33
17670,06/03/2021,Parque Dom Pedro II,CO,738.2
17671,06/03/2021,Parque Dom Pedro II,NO2,20.5
17672,06/03/2021,Parque Dom Pedro II,O3,26.64
17673,06/03/2021,Pinheiros,CO,558.74
17674,06/03/2021,Pinheiros,MP10,17.16
17675,06/03/2021,Pinheiros,MP2.5,2.58
17676,06/03/2021,Pinheiros,NO2,17.91
17677,06/03/2021,Pinheiros,O3,13.73
17678,06/03/2021,Santana,MP2.5,5.39
17679,06/03/2021,Santana,O3,27.91
17680,06/03/2021,Santo Amaro,CO,412.27
17681,06/03/2021,Santo Amaro,MP10,5.25
17682,06/03/2021,Santo Amaro,O3,11.78
17683,07/03/2021,Capão Redondo,MP10,10.4
17684,07/03/2021,Capão Redondo,O3,19.75
17685,07/03/2021,Cerqueira César,CO,524.02
17686,07/03/2021,Cerqueira César,FMC,4.0
17687,07/03/2021,Cerqueira César,MP10,11.17
17688,07/03/2021,Cerqueira César,MP2.5,7.0
17689,07/03/2021,Cerqueira César,NO2,18.25
17690,07/03/2021,Congonhas,CO,675.82
17691,07/03/2021,Congonhas,MP10,14.17
17692,07/03/2021,Congonhas,MP2.5,10.75
17693,07/03/2021,Congonhas,NO2,39.04
17694,07/03/2021,Congonhas,SO2,0.92
17695,07/03/2021,Ibirapuera,CO,306.72
17696,07/03/2021,Ibirapuera,FMC,2.0
17697,07/03/2021,Ibirapuera,MP2.5,7.46
17698,07/03/2021,Ibirapuera,NO2,14.29
17699,07/03/2021,Ibirapuera,O3,34.21
17700,07/03/2021,Interlagos,MP10,10.54
17701,07/03/2021,Interlagos,NO2,12.52
17702,07/03/2021,Interlagos,O3,25.78
17703,07/03/2021,Interlagos,SO2,1.39
17704,07/03/2021,Itaim Paulista,MP10,13.46
17705,07/03/2021,Itaim Paulista,MP2.5,7.88
17706,07/03/2021,Itaim Paulista,NO2,10.54
17707,07/03/2021,Itaim Paulista,O3,34.54
17708,07/03/2021,Mooca,MP2.5,10.33
17709,07/03/2021,Mooca,O3,36.29
17710,07/03/2021,Parque Dom Pedro II,CO,298.35
17711,07/03/2021,Parque Dom Pedro II,NO2,19.09
17712,07/03/2021,Parque Dom Pedro II,O3,32.43
17713,07/03/2021,Perus,MP10,16.0
17714,07/03/2021,Perus,MP2.5,9.29
17715,07/03/2021,Perus,O3,40.38
17716,07/03/2021,Pinheiros,CO,439.39
17717,07/03/2021,Pinheiros,FMC,3.0
17718,07/03/2021,Pinheiros,MP10,10.96
17719,07/03/2021,Pinheiros,NO2,16.39
17720,07/03/2021,Pinheiros,O3,23.57
17721,07/03/2021,Santana,MP2.5,9.68
17722,07/03/2021,Santana,O3,34.36
17723,07/03/2021,Santo Amaro,CO,276.66
17724,07/03/2021,Santo Amaro,MP10,10.12
17725,07/03/2021,Santo Amaro,MP2.5,6.0
17726,07/03/2021,Santo Amaro,O3,15.46
17727,08/03/2021,Capão Redondo,MP10,13.15
17728,08/03/2021,Capão Redondo,O3,21.84
17729,08/03/2021,Congonhas,CO,733.0
17730,08/03/2021,Congonhas,MP10,18.71
17731,08/03/2021,Congonhas,MP2.5,13.08
17732,08/03/2021,Congonhas,NO2,49.21
17733,08/03/2021,Congonhas,SO2,1.21
17734,08/03/2021,Ibirapuera,CO,274.49
17735,08/03/2021,Ibirapuera,MP2.5,10.0
17736,08/03/2021,Ibirapuera,NO2,16.95
17737,08/03/2021,Ibirapuera,O3,46.9
17738,08/03/2021,Interlagos,MP10,18.38
17739,08/03/2021,Interlagos,NO2,15.96
17740,08/03/2021,Interlagos,O3,36.13
17741,08/03/2021,Interlagos,SO2,1.22
17742,08/03/2021,Itaim Paulista,MP10,17.92
17743,08/03/2021,Itaim Paulista,MP2.5,10.92
17744,08/03/2021,Itaim Paulista,NO2,13.38
17745,08/03/2021,Itaim Paulista,O3,45.21
17746,08/03/2021,Mooca,MP2.5,9.33
17747,08/03/2021,Mooca,O3,43.71
17748,08/03/2021,Parque Dom Pedro II,CO,243.59
17749,08/03/2021,Parque Dom Pedro II,NO2,27.05
17750,08/03/2021,Parque Dom Pedro II,O3,37.19
17751,08/03/2021,Perus,MP10,15.53
17752,08/03/2021,Perus,MP2.5,9.0
17753,08/03/2021,Perus,O3,41.81
17754,08/03/2021,Pinheiros,CO,450.24
17755,08/03/2021,Pinheiros,MP10,11.54
17756,08/03/2021,Pinheiros,NO2,21.17
17757,08/03/2021,Pinheiros,O3,30.22
17758,08/03/2021,Santana,MP2.5,9.14
17759,08/03/2021,Santana,O3,40.23
17760,08/03/2021,Santo Amaro,CO,330.9
17761,08/03/2021,Santo Amaro,MP10,15.21
17762,08/03/2021,Santo Amaro,O3,25.43
17763,09/03/2021,Capão Redondo,MP10,15.53
17764,09/03/2021,Capão Redondo,O3,27.63
17765,09/03/2021,Cerqueira César,MP10,17.77
17766,09/03/2021,Cerqueira César,NO2,28.46
17767,09/03/2021,Congonhas,CO,724.83
17768,09/03/2021,Congonhas,MP10,17.52
17769,09/03/2021,Congonhas,MP2.5,13.05
17770,09/03/2021,Congonhas,NO2,52.62
17771,09/03/2021,Congonhas,SO2,1.29
17772,09/03/2021,Ibirapuera,CO,254.73
17773,09/03/2021,Ibirapuera,MP2.5,11.88
17774,09/03/2021,Ibirapuera,NO2,20.62
17775,09/03/2021,Ibirapuera,O3,50.12
17776,09/03/2021,Interlagos,MP10,25.33
17777,09/03/2021,Interlagos,NO2,26.13
17778,09/03/2021,Interlagos,O3,45.65
17779,09/03/2021,Interlagos,SO2,0.78
17780,09/03/2021,Itaim Paulista,MP10,20.29
17781,09/03/2021,Itaim Paulista,MP2.5,11.29
17782,09/03/2021,Itaim Paulista,NO2,19.46
17783,09/03/2021,Itaim Paulista,O3,51.67
17784,09/03/2021,Mooca,MP2.5,9.38
17785,09/03/2021,Mooca,O3,50.38
17786,09/03/2021,Parque Dom Pedro II,CO,320.05
17787,09/03/2021,Parque Dom Pedro II,NO2,34.13
17788,09/03/2021,Parque Dom Pedro II,O3,41.52
17789,09/03/2021,Perus,MP10,23.23
17790,09/03/2021,Perus,MP2.5,10.0
17791,09/03/2021,Perus,O3,62.93
17792,09/03/2021,Pinheiros,CO,461.09
17793,09/03/2021,Pinheiros,MP10,15.62
17794,09/03/2021,Pinheiros,NO2,30.13
17795,09/03/2021,Pinheiros,O3,31.0
17796,09/03/2021,Santana,MP2.5,10.78
17797,09/03/2021,Santana,O3,53.26
17798,09/03/2021,Santo Amaro,CO,363.45
17799,09/03/2021,Santo Amaro,MP10,16.29
17800,09/03/2021,Santo Amaro,O3,35.13
17801,10/03/2021,Capão Redondo,MP10,12.27
17802,10/03/2021,Capão Redondo,O3,25.14
17803,10/03/2021,Cerqueira César,CO,464.41
17804,10/03/2021,Cerqueira César,MP10,16.0
17805,10/03/2021,Cerqueira César,NO2,18.17
17806,10/03/2021,Congonhas,CO,831.77
17807,10/03/2021,Congonhas,MP10,18.88
17808,10/03/2021,Congonhas,MP2.5,13.26
17809,10/03/2021,Congonhas,NO2,58.29
17810,10/03/2021,Congonhas,SO2,1.29
17811,10/03/2021,Ibirapuera,CO,202.74
17812,10/03/2021,Ibirapuera,MP2.5,10.33
17813,10/03/2021,Ibirapuera,NO2,16.62
17814,10/03/2021,Ibirapuera,O3,50.62
17815,10/03/2021,Interlagos,MP10,15.08
17816,10/03/2021,Interlagos,NO2,15.3
17817,10/03/2021,Interlagos,O3,41.96
17818,10/03/2021,Interlagos,SO2,0.25
17819,10/03/2021,Itaim Paulista,MP10,17.62
17820,10/03/2021,Itaim Paulista,MP2.5,9.75
17821,10/03/2021,Itaim Paulista,NO2,18.88
17822,10/03/2021,Itaim Paulista,O3,57.25
17823,10/03/2021,Mooca,MP2.5,8.75
17824,10/03/2021,Mooca,O3,51.58
17825,10/03/2021,Nossa Senhora do Ó,MP10,29.83
17826,10/03/2021,Nossa Senhora do Ó,O3,20.0
17827,10/03/2021,Parque Dom Pedro II,CO,227.83
17828,10/03/2021,Parque Dom Pedro II,NO2,28.52
17829,10/03/2021,Parque Dom Pedro II,O3,42.26
17830,10/03/2021,Perus,MP10,14.38
17831,10/03/2021,Perus,MP2.5,7.62
17832,10/03/2021,Perus,O3,38.88
17833,10/03/2021,Pinheiros,CO,368.87
17834,10/03/2021,Pinheiros,MP10,13.67
17835,10/03/2021,Pinheiros,NO2,28.43
17836,10/03/2021,Pinheiros,O3,31.17
17837,10/03/2021,Santana,MP2.5,11.3
17838,10/03/2021,Santana,O3,45.13
17839,10/03/2021,Santo Amaro,CO,233.94
17840,10/03/2021,Santo Amaro,MP10,11.21
17841,10/03/2021,Santo Amaro,O3,34.87
17842,11/03/2021,Capão Redondo,MP10,22.88
17843,11/03/2021,Capão Redondo,O3,26.65
17844,11/03/2021,Cerqueira César,CO,856.35
17845,11/03/2021,Cerqueira César,MP10,24.13
17846,11/03/2021,Cerqueira César,NO2,39.43
17847,11/03/2021,Cerqueira César,SO2,0.82
17848,11/03/2021,Congonhas,CO,374.3
17849,11/03/2021,Congonhas,MP10,26.0
17850,11/03/2021,Congonhas,MP2.5,17.73
17851,11/03/2021,Congonhas,NO2,61.94
17852,11/03/2021,Congonhas,SO2,1.56
17853,11/03/2021,Ibirapuera,CO,368.87
17854,11/03/2021,Ibirapuera,MP2.5,11.43
17855,11/03/2021,Ibirapuera,NO2,22.0
17856,11/03/2021,Ibirapuera,O3,55.7
17857,11/03/2021,Interlagos,MP10,27.33
17858,11/03/2021,Interlagos,NO2,31.87
17859,11/03/2021,Interlagos,O3,49.87
17860,11/03/2021,Interlagos,SO2,1.09
17861,11/03/2021,Itaim Paulista,MP10,28.38
17862,11/03/2021,Itaim Paulista,MP2.5,15.88
17863,11/03/2021,Itaim Paulista,NO2,24.17
17864,11/03/2021,Itaim Paulista,O3,47.33
17865,11/03/2021,Mooca,MP2.5,14.0
17866,11/03/2021,Mooca,O3,50.54
17867,11/03/2021,Nossa Senhora do Ó,MP10,22.5
17868,11/03/2021,Nossa Senhora do Ó,O3,47.91
17869,11/03/2021,Parque Dom Pedro II,CO,470.71
17870,11/03/2021,Parque Dom Pedro II,NO2,42.45
17871,11/03/2021,Parque Dom Pedro II,O3,46.0
17872,11/03/2021,Perus,MP10,38.9
17873,11/03/2021,Perus,MP2.5,19.6
17874,11/03/2021,Perus,O3,32.64
17875,11/03/2021,Pinheiros,CO,694.35
17876,11/03/2021,Pinheiros,MP10,23.92
17877,11/03/2021,Pinheiros,NO2,36.13
17878,11/03/2021,Pinheiros,O3,34.57
17879,11/03/2021,Santana,MP2.5,19.22
17880,11/03/2021,Santana,O3,52.89
17881,11/03/2021,Santo Amaro,CO,558.74
17882,11/03/2021,Santo Amaro,MP10,23.17
17883,11/03/2021,Santo Amaro,O3,34.17
17884,12/03/2021,Capão Redondo,MP10,22.58
17885,12/03/2021,Capão Redondo,O3,30.17
17886,12/03/2021,Cerqueira César,CO,710.62
17887,12/03/2021,Cerqueira César,MP10,28.54
17888,12/03/2021,Cerqueira César,NO2,24.61
17889,12/03/2021,Cerqueira César,SO2,1.0
17890,12/03/2021,Congonhas,CO,1046.65
17891,12/03/2021,Congonhas,MP10,30.17
17892,12/03/2021,Congonhas,MP2.5,21.67
17893,12/03/2021,Congonhas,NO2,71.42
17894,12/03/2021,Congonhas,SO2,1.38
17895,12/03/2021,Ibirapuera,CO,405.49
17896,12/03/2021,Ibirapuera,MP2.5,19.47
17897,12/03/2021,Ibirapuera,NO2,22.94
17898,12/03/2021,Ibirapuera,O3,37.38
17899,12/03/2021,Interlagos,MP10,29.08
17900,12/03/2021,Interlagos,NO2,22.39
17901,12/03/2021,Interlagos,O3,61.26
17902,12/03/2021,Interlagos,SO2,0.83
17903,12/03/2021,Itaim Paulista,MP10,37.46
17904,12/03/2021,Itaim Paulista,MP2.5,21.88
17905,12/03/2021,Itaim Paulista,NO2,23.29
17906,12/03/2021,Itaim Paulista,O3,60.79
17907,12/03/2021,Mooca,MP2.5,19.62
17908,12/03/2021,Mooca,O3,55.42
17909,12/03/2021,Nossa Senhora do Ó,MP10,28.42
17910,12/03/2021,Nossa Senhora do Ó,O3,37.38
17911,12/03/2021,Parque Dom Pedro II,CO,455.67
17912,12/03/2021,Parque Dom Pedro II,NO2,38.83
17913,12/03/2021,Parque Dom Pedro II,O3,48.65
17914,12/03/2021,Perus,MP10,28.25
17915,12/03/2021,Perus,MP2.5,17.38
17916,12/03/2021,Perus,O3,51.46
17917,12/03/2021,Pinheiros,CO,634.68
17918,12/03/2021,Pinheiros,MP10,26.71
17919,12/03/2021,Pinheiros,NO2,33.52
17920,12/03/2021,Pinheiros,O3,36.78
17921,12/03/2021,Santo Amaro,CO,461.09
17922,12/03/2021,Santo Amaro,MP10,23.75
17923,12/03/2021,Santo Amaro,O3,36.09
17924,13/03/2021,Capão Redondo,MP10,24.41
17925,13/03/2021,Capão Redondo,O3,36.62
17926,13/03/2021,Cerqueira César,CO,471.94
17927,13/03/2021,Cerqueira César,FMC,7.0
17928,13/03/2021,Cerqueira César,MP10,25.79
17929,13/03/2021,Cerqueira César,MP2.5,15.0
17930,13/03/2021,Cerqueira César,NO2,14.43
17931,13/03/2021,Cerqueira César,PTS,40.0
17932,13/03/2021,Cerqueira César,SO2,0.31
