,Data,Estacao,Poluente,Valor
565,14/01/2020,Parque Dom Pedro II,NO2,22.71
566,14/01/2020,Parque Dom Pedro II,O3,38.75
567,14/01/2020,Perus,MP10,17.88
568,14/01/2020,Perus,MP2.5,12.43
569,14/01/2020,Perus,O3,63.67
570,14/01/2020,Pinheiros,CO,408.96
571,14/01/2020,Pinheiros,MP10,19.0
572,14/01/2020,Pinheiros,MP2.5,7.38
573,14/01/2020,Pinheiros,NO2,22.11
574,14/01/2020,Pinheiros,O3,29.94
575,14/01/2020,Santana,MP2.5,11.92
576,14/01/2020,Santana,O3,34.83
577,14/01/2020,Santo Amaro,CO,390.57
578,14/01/2020,Santo Amaro,MP10,20.96
579,14/01/2020,Santo Amaro,O3,41.61
580,15/01/2020,Capão Redondo,MP10,11.0
581,15/01/2020,Capão Redondo,O3,52.13
582,15/01/2020,Cerqueira César,CO,634.68
583,15/01/2020,Cerqueira César,MP10,26.71
584,15/01/2020,Cerqueira César,NO2,36.61
585,15/01/2020,Cerqueira César,SO2,0.87
586,15/01/2020,Congonhas,CO,743.17
587,15/01/2020,Congonhas,MP10,30.71
588,15/01/2020,Congonhas,MP2.5,16.26
589,15/01/2020,Congonhas,NO2,54.87
590,15/01/2020,Congonhas,SO2,0.91
591,15/01/2020,Ibirapuera,MP2.5,12.67
592,15/01/2020,Ibirapuera,NO2,28.12
593,15/01/2020,Ibirapuera,O3,59.04
594,15/01/2020,Interlagos,MP10,29.25
595,15/01/2020,Interlagos,NO2,30.35
596,15/01/2020,Interlagos,O3,56.91
597,15/01/2020,Interlagos,SO2,1.04
598,15/01/2020,Itaim Paulista,MP10,33.89
599,15/01/2020,Itaim Paulista,MP2.5,16.33
600,15/01/2020,Itaim Paulista,NO2,18.94
601,15/01/2020,Itaim Paulista,O3,75.53
602,15/01/2020,Mooca,CO,566.65
603,15/01/2020,Mooca,MP2.5,15.75
604,15/01/2020,Mooca,O3,67.04
605,15/01/2020,Parque Dom Pedro II,CO,374.3
606,15/01/2020,Parque Dom Pedro II,MP10,30.71
607,15/01/2020,Parque Dom Pedro II,MP2.5,16.75
608,15/01/2020,Parque Dom Pedro II,NO2,35.71
609,15/01/2020,Parque Dom Pedro II,O3,56.88
610,15/01/2020,Perus,MP10,22.54
611,15/01/2020,Perus,MP2.5,14.5
612,15/01/2020,Perus,O3,72.17
613,15/01/2020,Pinheiros,CO,825.83
614,15/01/2020,Pinheiros,NO2,38.86
615,15/01/2020,Pinheiros,O3,44.24
616,15/01/2020,Santana,MP2.5,15.46
617,15/01/2020,Santana,O3,55.62
618,15/01/2020,Santo Amaro,CO,534.71
619,15/01/2020,Santo Amaro,MP10,30.2
620,15/01/2020,Santo Amaro,O3,44.95
621,16/01/2020,Capão Redondo,O3,37.57
622,16/01/2020,Cerqueira César,CO,776.32
623,16/01/2020,Cerqueira César,MP10,35.83
624,16/01/2020,Cerqueira César,NO2,41.96
625,16/01/2020,Cerqueira César,SO2,0.78
626,16/01/2020,Congonhas,CO,1219.94
627,16/01/2020,Congonhas,MP10,46.61
628,16/01/2020,Congonhas,MP2.5,28.67
629,16/01/2020,Congonhas,NO2,77.22
630,16/01/2020,Congonhas,SO2,1.5
631,16/01/2020,Ibirapuera,MP2.5,17.33
632,16/01/2020,Ibirapuera,NO2,36.75
633,16/01/2020,Ibirapuera,O3,37.33
634,16/01/2020,Interlagos,MP10,34.71
635,16/01/2020,Interlagos,NO2,36.61
636,16/01/2020,Interlagos,O3,40.91
637,16/01/2020,Interlagos,SO2,1.82
638,16/01/2020,Itaim Paulista,MP10,32.17
639,16/01/2020,Itaim Paulista,MP2.5,18.5
640,16/01/2020,Itaim Paulista,NO2,20.74
641,16/01/2020,Itaim Paulista,O3,44.17
642,16/01/2020,Mooca,CO,852.57
643,16/01/2020,Mooca,MP2.5,22.92
644,16/01/2020,Mooca,O3,39.96
645,16/01/2020,Parque Dom Pedro II,CO,571.84
646,16/01/2020,Parque Dom Pedro II,MP10,35.83
647,16/01/2020,Parque Dom Pedro II,MP2.5,21.96
648,16/01/2020,Parque Dom Pedro II,NO2,44.79
649,16/01/2020,Parque Dom Pedro II,O3,32.92
650,16/01/2020,Perus,MP10,25.42
651,16/01/2020,Perus,MP2.5,18.79
652,16/01/2020,Perus,O3,60.38
653,16/01/2020,Pinheiros,CO,1084.92
654,16/01/2020,Pinheiros,MP10,28.0
655,16/01/2020,Pinheiros,NO2,55.62
656,16/01/2020,Pinheiros,O3,22.0
657,16/01/2020,Santana,MP2.5,20.54
658,16/01/2020,Santana,O3,35.29
659,16/01/2020,Santo Amaro,CO,1172.8
660,16/01/2020,Santo Amaro,MP10,69.89
661,16/01/2020,Santo Amaro,O3,8.6
662,17/01/2020,Capão Redondo,O3,34.39
663,17/01/2020,Cerqueira César,MP10,4.25
664,17/01/2020,Cerqueira César,NO2,7.58
665,17/01/2020,Cerqueira César,SO2,0.0
666,17/01/2020,Congonhas,CO,774.59
667,17/01/2020,Congonhas,MP10,13.33
668,17/01/2020,Congonhas,MP2.5,7.25
669,17/01/2020,Congonhas,NO2,51.29
670,17/01/2020,Congonhas,SO2,0.79
671,17/01/2020,Ibirapuera,MP2.5,3.17
672,17/01/2020,Ibirapuera,NO2,14.83
673,17/01/2020,Ibirapuera,O3,35.67
674,17/01/2020,Interlagos,MP10,7.04
675,17/01/2020,Interlagos,NO2,9.13
676,17/01/2020,Interlagos,O3,37.13
677,17/01/2020,Itaim Paulista,MP10,8.88
678,17/01/2020,Itaim Paulista,MP2.5,2.5
679,17/01/2020,Itaim Paulista,NO2,6.3
680,17/01/2020,Itaim Paulista,O3,38.78
681,17/01/2020,Mooca,CO,389.89
682,17/01/2020,Mooca,MP2.5,7.92
683,17/01/2020,Mooca,O3,41.83
684,17/01/2020,Parque Dom Pedro II,CO,140.36
685,17/01/2020,Parque Dom Pedro II,MP10,7.88
686,17/01/2020,Parque Dom Pedro II,MP2.5,6.25
687,17/01/2020,Parque Dom Pedro II,NO2,20.42
688,17/01/2020,Parque Dom Pedro II,O3,31.0
689,17/01/2020,Perus,MP10,8.12
690,17/01/2020,Perus,MP2.5,5.08
691,17/01/2020,Perus,O3,52.62
692,17/01/2020,Pinheiros,CO,369.1
693,17/01/2020,Pinheiros,MP10,6.33
694,17/01/2020,Pinheiros,NO2,18.5
695,17/01/2020,Pinheiros,O3,25.96
696,17/01/2020,Santana,MP2.5,5.71
697,17/01/2020,Santana,O3,25.48
698,18/01/2020,Capão Redondo,O3,30.26
699,18/01/2020,Cerqueira César,FMC,3.0
700,18/01/2020,Cerqueira César,MP10,21.46
701,18/01/2020,Cerqueira César,MP2.5,4.0
702,18/01/2020,Cerqueira César,NO2,11.54
703,18/01/2020,Cerqueira César,SO2,0.62
704,18/01/2020,Congonhas,CO,597.84
705,18/01/2020,Congonhas,MP10,12.92
706,18/01/2020,Congonhas,MP2.5,8.17
707,18/01/2020,Congonhas,NO2,37.04
708,18/01/2020,Congonhas,SO2,0.62
709,18/01/2020,Ibirapuera,MP2.5,4.75
710,18/01/2020,Ibirapuera,NO2,13.0
711,18/01/2020,Ibirapuera,O3,28.92
712,18/01/2020,Interlagos,MP10,10.29
713,18/01/2020,Interlagos,NO2,11.78
714,18/01/2020,Interlagos,O3,28.17
715,18/01/2020,Interlagos,SO2,1.06
716,18/01/2020,Itaim Paulista,MP10,11.29
717,18/01/2020,Itaim Paulista,MP2.5,4.25
718,18/01/2020,Itaim Paulista,NO2,6.7
719,18/01/2020,Itaim Paulista,O3,30.65
720,18/01/2020,Mooca,CO,327.51
721,18/01/2020,Mooca,MP2.5,6.88
722,18/01/2020,Mooca,O3,37.12
723,18/01/2020,Nossa Senhora do Ó,MP10,16.3
724,18/01/2020,Nossa Senhora do Ó,O3,20.7
725,18/01/2020,Parque Dom Pedro II,CO,124.77
726,18/01/2020,Parque Dom Pedro II,MP10,12.5
727,18/01/2020,Parque Dom Pedro II,MP2.5,6.88
728,18/01/2020,Parque Dom Pedro II,NO2,13.79
729,18/01/2020,Parque Dom Pedro II,O3,28.25
730,18/01/2020,Perus,MP10,8.88
731,18/01/2020,Perus,MP2.5,6.94
732,18/01/2020,Perus,O3,51.12
733,18/01/2020,Pinheiros,CO,353.5
734,18/01/2020,Pinheiros,FMC,4.0
735,18/01/2020,Pinheiros,MP10,13.43
736,18/01/2020,Pinheiros,NO2,14.42
737,18/01/2020,Pinheiros,O3,23.62
738,18/01/2020,Santana,MP2.5,6.21
739,18/01/2020,Santana,O3,27.71
740,18/01/2020,Santo Amaro,CO,795.38
741,18/01/2020,Santo Amaro,MP10,8.62
742,18/01/2020,Santo Amaro,O3,19.12
743,19/01/2020,Capão Redondo,O3,33.09
744,19/01/2020,Cerqueira César,CO,489.47
745,19/01/2020,Cerqueira César,MP10,10.25
746,19/01/2020,Cerqueira César,NO2,12.36
747,19/01/2020,Cerqueira César,SO2,2.0
748,19/01/2020,Congonhas,CO,530.26
749,19/01/2020,Congonhas,MP10,18.0
750,19/01/2020,Congonhas,MP2.5,10.08
751,19/01/2020,Congonhas,NO2,34.62
752,19/01/2020,Congonhas,SO2,1.0
753,19/01/2020,Ibirapuera,MP2.5,7.67
754,19/01/2020,Ibirapuera,NO2,12.25
755,19/01/2020,Ibirapuera,O3,33.04
756,19/01/2020,Interlagos,MP10,15.67
757,19/01/2020,Interlagos,NO2,12.39
758,19/01/2020,Interlagos,O3,32.39
759,19/01/2020,Interlagos,SO2,1.09
760,19/01/2020,Itaim Paulista,MP10,14.08
761,19/01/2020,Itaim Paulista,MP2.5,6.12
762,19/01/2020,Itaim Paulista,NO2,6.61
763,19/01/2020,Itaim Paulista,O3,31.57
764,19/01/2020,Mooca,CO,332.71
765,19/01/2020,Mooca,MP2.5,9.79
766,19/01/2020,Mooca,O3,40.62
767,19/01/2020,Nossa Senhora do Ó,MP10,19.46
768,19/01/2020,Nossa Senhora do Ó,O3,26.25
769,19/01/2020,Parque Dom Pedro II,CO,135.16
770,19/01/2020,Parque Dom Pedro II,MP10,14.12
771,19/01/2020,Parque Dom Pedro II,MP2.5,10.42
772,19/01/2020,Parque Dom Pedro II,NO2,13.96
773,19/01/2020,Parque Dom Pedro II,O3,31.25
774,19/01/2020,Perus,MP10,11.91
775,19/01/2020,Perus,MP2.5,9.73
776,19/01/2020,Perus,O3,57.32
777,19/01/2020,Pinheiros,CO,400.29
778,19/01/2020,Pinheiros,MP10,15.42
779,19/01/2020,Pinheiros,NO2,13.62
780,19/01/2020,Pinheiros,O3,27.0
781,19/01/2020,Santana,MP2.5,8.42
782,19/01/2020,Santana,O3,34.22
783,19/01/2020,Santo Amaro,CO,762.46
784,19/01/2020,Santo Amaro,MP10,14.46
785,19/01/2020,Santo Amaro,O3,22.17
786,20/01/2020,Capão Redondo,O3,30.57
787,20/01/2020,Cerqueira César,CO,417.7
788,20/01/2020,Cerqueira César,MP10,15.21
789,20/01/2020,Cerqueira César,NO2,19.43
790,20/01/2020,Cerqueira César,SO2,1.0
791,20/01/2020,Congonhas,CO,659.48
792,20/01/2020,Congonhas,MP10,20.46
793,20/01/2020,Congonhas,MP2.5,13.48
794,20/01/2020,Congonhas,NO2,47.19
795,20/01/2020,Congonhas,SO2,1.62
796,20/01/2020,Ibirapuera,MP2.5,6.96
797,20/01/2020,Ibirapuera,NO2,19.0
798,20/01/2020,Ibirapuera,O3,34.88
799,20/01/2020,Interlagos,MP10,15.5
800,20/01/2020,Interlagos,NO2,15.65
801,20/01/2020,Interlagos,O3,28.91
802,20/01/2020,Interlagos,SO2,0.96
803,20/01/2020,Itaim Paulista,MP10,15.79
804,20/01/2020,Itaim Paulista,MP2.5,5.71
805,20/01/2020,Itaim Paulista,NO2,9.61
806,20/01/2020,Itaim Paulista,O3,32.09
807,20/01/2020,Mooca,CO,348.31
808,20/01/2020,Mooca,MP2.5,9.96
809,20/01/2020,Mooca,O3,41.17
810,20/01/2020,Nossa Senhora do Ó,MP10,21.17
811,20/01/2020,Nossa Senhora do Ó,O3,26.08
812,20/01/2020,Parque Dom Pedro II,CO,181.95
813,20/01/2020,Parque Dom Pedro II,MP10,18.33
814,20/01/2020,Parque Dom Pedro II,MP2.5,9.71
815,20/01/2020,Parque Dom Pedro II,NO2,19.62
816,20/01/2020,Parque Dom Pedro II,O3,31.0
817,20/01/2020,Perus,MP10,16.81
818,20/01/2020,Perus,MP2.5,11.76
819,20/01/2020,Perus,O3,60.43
820,20/01/2020,Pinheiros,CO,421.09
821,20/01/2020,Pinheiros,MP10,13.15
822,20/01/2020,Pinheiros,NO2,19.0
823,20/01/2020,Pinheiros,O3,28.29
824,20/01/2020,Santana,MP2.5,9.17
825,20/01/2020,Santana,O3,33.46
826,20/01/2020,Santo Amaro,MP10,16.25
827,20/01/2020,Santo Amaro,O3,20.0
828,21/01/2020,Capão Redondo,O3,49.57
829,21/01/2020,Cerqueira César,CO,374.3
830,21/01/2020,Cerqueira César,MP10,18.83
831,21/01/2020,Cerqueira César,NO2,20.57
832,21/01/2020,Cerqueira César,SO2,1.74
833,21/01/2020,Congonhas,CO,660.22
834,21/01/2020,Congonhas,MP10,28.21
835,21/01/2020,Congonhas,MP2.5,13.62
836,21/01/2020,Congonhas,NO2,54.96
837,21/01/2020,Congonhas,SO2,1.88
838,21/01/2020,Ibirapuera,MP2.5,10.48
839,21/01/2020,Ibirapuera,NO2,18.45
840,21/01/2020,Ibirapuera,O3,49.95
841,21/01/2020,Interlagos,MP10,21.71
842,21/01/2020,Interlagos,NO2,17.74
843,21/01/2020,Interlagos,O3,46.17
844,21/01/2020,Interlagos,SO2,1.22
845,21/01/2020,Itaim Paulista,MP10,24.29
846,21/01/2020,Itaim Paulista,MP2.5,12.0
847,21/01/2020,Itaim Paulista,NO2,11.78
848,21/01/2020,Itaim Paulista,O3,40.65
849,21/01/2020,Mooca,CO,369.1
850,21/01/2020,Mooca,MP2.5,6.67
851,21/01/2020,Mooca,O3,52.33
852,21/01/2020,Nossa Senhora do Ó,MP10,24.79
853,21/01/2020,Nossa Senhora do Ó,O3,41.12
854,21/01/2020,Parque Dom Pedro II,CO,197.55
855,21/01/2020,Parque Dom Pedro II,MP10,21.33
856,21/01/2020,Parque Dom Pedro II,MP2.5,12.96
857,21/01/2020,Parque Dom Pedro II,NO2,24.0
858,21/01/2020,Parque Dom Pedro II,O3,43.33
859,21/01/2020,Perus,MP10,18.6
860,21/01/2020,Perus,MP2.5,12.25
861,21/01/2020,Perus,O3,66.25
862,21/01/2020,Pinheiros,CO,332.71
863,21/01/2020,Pinheiros,MP10,25.4
864,21/01/2020,Pinheiros,NO2,22.96
865,21/01/2020,Pinheiros,O3,39.88
866,21/01/2020,Santana,MP2.5,12.0
867,21/01/2020,Santana,O3,45.42
868,21/01/2020,Santo Amaro,MP10,20.12
869,21/01/2020,Santo Amaro,O3,38.13
870,22/01/2020,Capão Redondo,O3,31.3
871,22/01/2020,Cerqueira César,CO,412.27
872,22/01/2020,Cerqueira César,MP10,16.58
873,22/01/2020,Cerqueira César,NO2,20.78
874,22/01/2020,Cerqueira César,SO2,1.26
875,22/01/2020,Congonhas,CO,665.42
876,22/01/2020,Congonhas,MP10,20.12
877,22/01/2020,Congonhas,MP2.5,10.71
878,22/01/2020,Congonhas,NO2,45.33
879,22/01/2020,Congonhas,SO2,1.83
880,22/01/2020,Ibirapuera,MP2.5,7.0
881,22/01/2020,Ibirapuera,NO2,18.08
882,22/01/2020,Ibirapuera,O3,39.79
883,22/01/2020,Interlagos,MP10,18.71
884,22/01/2020,Interlagos,NO2,18.78
885,22/01/2020,Interlagos,O3,33.0
886,22/01/2020,Interlagos,SO2,1.39
887,22/01/2020,Itaim Paulista,MP10,18.14
888,22/01/2020,Itaim Paulista,MP2.5,8.0
889,22/01/2020,Itaim Paulista,NO2,10.9
890,22/01/2020,Itaim Paulista,O3,36.33
891,22/01/2020,Mooca,CO,389.89
892,22/01/2020,Mooca,MP2.5,10.71
893,22/01/2020,Mooca,O3,41.54
894,22/01/2020,Nossa Senhora do Ó,MP10,29.38
895,22/01/2020,Nossa Senhora do Ó,O3,26.96
896,22/01/2020,Parque Dom Pedro II,CO,213.14
897,22/01/2020,Parque Dom Pedro II,MP10,19.75
898,22/01/2020,Parque Dom Pedro II,MP2.5,10.42
899,22/01/2020,Parque Dom Pedro II,NO2,23.38
900,22/01/2020,Parque Dom Pedro II,O3,31.46
901,22/01/2020,Perus,MP10,14.0
902,22/01/2020,Perus,MP2.5,7.14
903,22/01/2020,Perus,O3,56.86
904,22/01/2020,Pinheiros,CO,338.65
905,22/01/2020,Pinheiros,MP10,17.12
906,22/01/2020,Pinheiros,NO2,17.82
907,22/01/2020,Pinheiros,O3,26.19
908,22/01/2020,Santana,MP2.5,10.62
909,22/01/2020,Santana,O3,31.04
910,22/01/2020,Santo Amaro,CO,422.82
911,22/01/2020,Santo Amaro,MP10,17.58
912,22/01/2020,Santo Amaro,O3,25.39
913,23/01/2020,Capão Redondo,O3,21.13
914,23/01/2020,Cerqueira César,CO,557.78
915,23/01/2020,Cerqueira César,MP10,13.24
916,23/01/2020,Cerqueira César,NO2,32.19
917,23/01/2020,Cerqueira César,SO2,0.62
918,23/01/2020,Congonhas,CO,1071.52
919,23/01/2020,Congonhas,MP10,23.06
920,23/01/2020,Congonhas,MP2.5,14.18
921,23/01/2020,Congonhas,NO2,62.06
922,23/01/2020,Congonhas,SO2,1.78
923,23/01/2020,Ibirapuera,MP2.5,7.83
924,23/01/2020,Ibirapuera,NO2,28.43
925,23/01/2020,Ibirapuera,O3,23.3
926,23/01/2020,Interlagos,MP10,12.54
927,23/01/2020,Interlagos,NO2,23.78
928,23/01/2020,Interlagos,O3,23.26
929,23/01/2020,Interlagos,SO2,1.22
930,23/01/2020,Itaim Paulista,MP10,17.17
931,23/01/2020,Itaim Paulista,MP2.5,8.71
932,23/01/2020,Itaim Paulista,NO2,15.74
933,23/01/2020,Itaim Paulista,O3,28.13
934,23/01/2020,Mooca,CO,551.05
935,23/01/2020,Mooca,MP2.5,10.58
936,23/01/2020,Mooca,O3,25.08
937,23/01/2020,Nossa Senhora do Ó,MP10,19.58
938,23/01/2020,Nossa Senhora do Ó,O3,6.29
939,23/01/2020,Parque Dom Pedro II,CO,348.31
940,23/01/2020,Parque Dom Pedro II,MP10,15.38
941,23/01/2020,Parque Dom Pedro II,MP2.5,11.67
942,23/01/2020,Parque Dom Pedro II,NO2,34.58
943,23/01/2020,Parque Dom Pedro II,O3,15.96
944,23/01/2020,Pinheiros,CO,537.04
945,23/01/2020,Pinheiros,MP10,15.89
946,23/01/2020,Pinheiros,NO2,20.65
947,23/01/2020,Pinheiros,O3,12.52
948,23/01/2020,Santana,MP2.5,12.42
949,23/01/2020,Santana,O3,9.48
950,23/01/2020,Santo Amaro,CO,514.66
951,23/01/2020,Santo Amaro,MP10,15.75
952,23/01/2020,Santo Amaro,O3,15.88
953,24/01/2020,Capão Redondo,O3,29.61
954,24/01/2020,Cerqueira César,CO,400.56
955,24/01/2020,Cerqueira César,FMC,7.0
956,24/01/2020,Cerqueira César,MP10,9.75
957,24/01/2020,Cerqueira César,MP2.5,5.0
958,24/01/2020,Cerqueira César,NO2,20.84
959,24/01/2020,Cerqueira César,PTS,17.0
960,24/01/2020,Cerqueira César,SO2,0.32
961,24/01/2020,Congonhas,CO,1048.04
962,24/01/2020,Congonhas,MP10,18.32
963,24/01/2020,Congonhas,MP2.5,9.2
964,24/01/2020,Congonhas,NO2,52.0
965,24/01/2020,Congonhas,SO2,1.05
966,24/01/2020,Ibirapuera,MP2.5,4.43
967,24/01/2020,Ibirapuera,NO2,23.91
968,24/01/2020,Ibirapuera,O3,29.27
969,24/01/2020,Interlagos,MP10,11.29
970,24/01/2020,Interlagos,NO2,15.78
971,24/01/2020,Interlagos,O3,30.74
972,24/01/2020,Interlagos,SO2,0.75
973,24/01/2020,Itaim Paulista,MP10,12.88
974,24/01/2020,Itaim Paulista,MP2.5,6.83
975,24/01/2020,Itaim Paulista,NO2,15.3
976,24/01/2020,Itaim Paulista,O3,36.04
977,24/01/2020,Mooca,CO,525.06
978,24/01/2020,Mooca,MP2.5,8.17
979,24/01/2020,Mooca,O3,31.5
980,24/01/2020,Nossa Senhora do Ó,MP10,13.83
981,24/01/2020,Nossa Senhora do Ó,O3,12.71
982,24/01/2020,Parque Dom Pedro II,CO,400.29
983,24/01/2020,Parque Dom Pedro II,MP10,14.62
984,24/01/2020,Parque Dom Pedro II,MP2.5,11.33
985,24/01/2020,Parque Dom Pedro II,NO2,29.5
986,24/01/2020,Parque Dom Pedro II,O3,22.04
987,24/01/2020,Perus,MP10,7.83
988,24/01/2020,Perus,MP2.5,7.0
989,24/01/2020,Perus,O3,50.42
990,24/01/2020,Pinheiros,CO,533.09
991,24/01/2020,Pinheiros,FMC,6.0
992,24/01/2020,Pinheiros,MP10,12.23
993,24/01/2020,Pinheiros,NO2,0.0
994,24/01/2020,Pinheiros,O3,13.45
995,24/01/2020,Pinheiros,PTS,17.0
996,24/01/2020,Santana,MP2.5,8.0
997,24/01/2020,Santana,O3,19.74
998,24/01/2020,Santo Amaro,CO,403.09
999,24/01/2020,Santo Amaro,MP10,10.15
1000,24/01/2020,Santo Amaro,O3,24.85
1001,24/01/2020,Santo Amaro,PTS,11.0
1002,25/01/2020,Capão Redondo,O3,36.1
1003,25/01/2020,Cerqueira César,CO,431.88
1004,25/01/2020,Cerqueira César,MP10,14.85
1005,25/01/2020,Cerqueira César,NO2,11.85
1006,25/01/2020,Cerqueira César,SO2,0.23
1007,25/01/2020,Congonhas,CO,729.88
1008,25/01/2020,Congonhas,MP10,22.05
1009,25/01/2020,Congonhas,MP2.5,10.15
1010,25/01/2020,Congonhas,NO2,45.8
1011,25/01/2020,Congonhas,SO2,0.76
1012,25/01/2020,Ibirapuera,MP2.5,4.5
1013,25/01/2020,Ibirapuera,NO2,14.0
1014,25/01/2020,Ibirapuera,O3,41.82
1015,25/01/2020,Interlagos,MP10,11.38
1016,25/01/2020,Interlagos,NO2,13.48
1017,25/01/2020,Interlagos,O3,37.7
1018,25/01/2020,Interlagos,SO2,0.8
1019,25/01/2020,Itaim Paulista,MP10,17.5
1020,25/01/2020,Itaim Paulista,MP2.5,7.5
1021,25/01/2020,Itaim Paulista,NO2,10.62
1022,25/01/2020,Itaim Paulista,O3,71.15
1023,25/01/2020,Mooca,CO,389.89
1024,25/01/2020,Mooca,MP2.5,10.7
1025,25/01/2020,Mooca,O3,53.68
1026,25/01/2020,Nossa Senhora do Ó,MP10,14.04
1027,25/01/2020,Nossa Senhora do Ó,O3,36.22
1028,25/01/2020,Parque Dom Pedro II,CO,207.94
1029,25/01/2020,Parque Dom Pedro II,MP10,14.04
1030,25/01/2020,Parque Dom Pedro II,MP2.5,7.79
1031,25/01/2020,Parque Dom Pedro II,NO2,19.29
1032,25/01/2020,Parque Dom Pedro II,O3,41.79
1033,25/01/2020,Perus,MP10,10.55
1034,25/01/2020,Perus,MP2.5,8.21
1035,25/01/2020,Perus,O3,60.54
1036,25/01/2020,Pinheiros,CO,579.27
1037,25/01/2020,Pinheiros,MP10,18.38
1038,25/01/2020,Pinheiros,O3,39.93
1039,25/01/2020,Santana,MP2.5,7.42
1040,25/01/2020,Santana,O3,43.29
1041,25/01/2020,Santo Amaro,CO,388.16
1042,25/01/2020,Santo Amaro,MP10,19.83
1043,25/01/2020,Santo Amaro,O3,27.67
1044,26/01/2020,Capão Redondo,O3,59.4
1045,26/01/2020,Cerqueira César,CO,594.47
1046,26/01/2020,Cerqueira César,MP10,20.38
1047,26/01/2020,Cerqueira César,NO2,21.74
1048,26/01/2020,Cerqueira César,SO2,1.83
1049,26/01/2020,Congonhas,CO,655.02
1050,26/01/2020,Congonhas,MP10,19.38
1051,26/01/2020,Congonhas,MP2.5,12.2
1052,26/01/2020,Congonhas,NO2,54.56
1053,26/01/2020,Congonhas,SO2,2.31
1054,26/01/2020,Ibirapuera,MP2.5,9.54
1055,26/01/2020,Ibirapuera,NO2,25.71
1056,26/01/2020,Ibirapuera,O3,51.04
1057,26/01/2020,Interlagos,MP10,27.12
1058,26/01/2020,Interlagos,NO2,28.43
1059,26/01/2020,Interlagos,O3,45.09
1060,26/01/2020,Interlagos,SO2,2.09
1061,26/01/2020,Itaim Paulista,MP10,23.25
1062,26/01/2020,Itaim Paulista,MP2.5,12.0
1063,26/01/2020,Itaim Paulista,NO2,15.35
1064,26/01/2020,Itaim Paulista,O3,39.52
1065,26/01/2020,Mooca,CO,577.04
1066,26/01/2020,Mooca,MP2.5,13.81
1067,26/01/2020,Nossa Senhora do Ó,MP10,21.57
1068,26/01/2020,Nossa Senhora do Ó,O3,51.35
1069,26/01/2020,Parque Dom Pedro II,CO,363.9
1070,26/01/2020,Parque Dom Pedro II,MP10,25.21
1071,26/01/2020,Parque Dom Pedro II,MP2.5,14.67
1072,26/01/2020,Parque Dom Pedro II,NO2,27.62
1073,26/01/2020,Parque Dom Pedro II,O3,50.96
1074,26/01/2020,Perus,MP10,14.25
1075,26/01/2020,Perus,MP2.5,11.46
1076,26/01/2020,Perus,O3,76.21
1077,26/01/2020,Pinheiros,CO,800.58
1078,26/01/2020,Pinheiros,MP10,22.29
1079,26/01/2020,Pinheiros,NO2,21.71
1080,26/01/2020,Pinheiros,O3,42.21
1081,26/01/2020,Santana,MP2.5,13.62
1082,26/01/2020,Santana,O3,53.25
1083,26/01/2020,Santo Amaro,CO,374.3
1084,26/01/2020,Santo Amaro,MP10,16.73
1085,26/01/2020,Santo Amaro,O3,61.13
1086,27/01/2020,Capão Redondo,O3,50.65
1087,27/01/2020,Cerqueira César,CO,480.35
1088,27/01/2020,Cerqueira César,MP10,24.55
1089,27/01/2020,Cerqueira César,NO2,51.17
1090,27/01/2020,Cerqueira César,SO2,3.14
1091,27/01/2020,Congonhas,CO,935.75
1092,27/01/2020,Congonhas,MP10,37.48
1093,27/01/2020,Congonhas,MP2.5,16.9
1094,27/01/2020,Congonhas,NO2,78.0
1095,27/01/2020,Congonhas,SO2,3.17
1096,27/01/2020,Ibirapuera,MP2.5,13.96
1097,27/01/2020,Ibirapuera,NO2,40.38
1098,27/01/2020,Ibirapuera,O3,65.79
1099,27/01/2020,Interlagos,MP10,28.88
1100,27/01/2020,Interlagos,NO2,46.13
1101,27/01/2020,Interlagos,O3,60.61
1102,27/01/2020,Interlagos,SO2,3.35
1103,27/01/2020,Itaim Paulista,MP10,41.62
1104,27/01/2020,Itaim Paulista,MP2.5,24.79
1105,27/01/2020,Itaim Paulista,NO2,27.96
1106,27/01/2020,Itaim Paulista,O3,63.87
1107,27/01/2020,Mooca,CO,836.97
1108,27/01/2020,Mooca,MP2.5,19.67
1109,27/01/2020,Nossa Senhora do Ó,MP10,24.09
1110,27/01/2020,Nossa Senhora do Ó,O3,50.0
1111,27/01/2020,Parque Dom Pedro II,CO,504.26
1112,27/01/2020,Parque Dom Pedro II,MP10,32.62
1113,27/01/2020,Parque Dom Pedro II,MP2.5,18.88
1114,27/01/2020,Parque Dom Pedro II,NO2,48.12
1115,27/01/2020,Parque Dom Pedro II,O3,55.46
1116,27/01/2020,Perus,MP10,25.62
1117,27/01/2020,Perus,MP2.5,14.25
1118,27/01/2020,Perus,O3,80.17
1119,27/01/2020,Pinheiros,CO,857.09
1120,27/01/2020,Pinheiros,MP10,28.78
1121,27/01/2020,Pinheiros,NO2,43.48
1122,27/01/2020,Pinheiros,O3,44.61
1123,27/01/2020,Santana,MP2.5,17.0
1124,27/01/2020,Santana,O3,58.29
1125,27/01/2020,Santo Amaro,CO,859.5
1126,27/01/2020,Santo Amaro,MP10,29.32
1127,27/01/2020,Santo Amaro,O3,40.67
1128,28/01/2020,Capão Redondo,O3,51.65
